event_key,event_date,publish_date,title,content,ent_info
2019 Kashmir earthquake,9/24/2019,9/24/2019,"23 dead, more than 300 injured as 5.6-magnitude quake rocks northern Pakistan","A powerful 5.6 - magnitude earthquake jolted several cities and northern parts of the country on Tuesday afternoon , leaving at least 23 people dead and over 300 others injured , officials said . 
At least 100 of those injured are in a critical state . 
The tremors lasted for 8 - 10 seconds and were felt strongly , DawnNews TV reported . 
Prime Minister Imran Khan , who is currently in the US to attend the United Nations General Assembly , has expressed his grief over the loss of human life . 
Both he and Army Chief Gen Qamar Javed Bajwa have issued directives to civilian and military agencies for emergency rescue and relief efforts . 
The epicentre of the shallow quake , which hit just after 4 pm , was near the Azad Kashmir city of Mirpur , roughly 20 kilometres north of Jhelum in Punjab , according to data released by the US Geological Survey . 
“ The quake was 10 kilometres deep and was felt in most of Punjab province and some parts of Khyber Pakhtunkhwa . ","5.6 - magnitude|2 3 4|0|MAG|mag
Tuesday|16|0|TIME|None
at least 23 people|20 21 22 23|0|NUM|death
over 300 others|26 27 28|0|NUM|injure
At least 100|0 1 2|1|NUM|injure
8 - 10|4 5 6|2|TIME|None
US|10|3|LOC|None
4|11|5|TIME|None
Azad|17|5|LOC|None
Mirpur|21|5|LOC|None
roughly 20 kilometres|23 24 25|5|NUM|None
Jhelum|28|5|LOC|None
Punjab|30;13|5;6|LOC|None
10 kilometres|4 5|6|NUM|None
Khyber|19|6|LOC|None
"
2019 Kashmir earthquake,9/24/2019,10/4/2019,"EU allocates 300,000 euros to provide emergency relief to victims of Sep 24 earthquake","The European Union has allocated 300,000 euros in order to provide emergency relief to victims of the earthquake that jolted Azad Jammu & Kashmir ( AJK ) and Punjab on September 24 . 
According to a press release issued by the European Commission on Friday , the funds , equivalent to Rs51.4 million , will "" address the most pressing needs of around 3,000 vulnerable people in some of the hardest - hit areas "" . 
Additionally , it will ensure access to clean water for the communities in the affected areas with special attention being paid to those who are most in need , including people with limited sources of income . 
AJK 's Mirpur city suffered the most damage from the 5.6 magnitude earthquake , which left at least 38 people dead , over 500 injured and damaged thousands of houses and road infrastructure . 
Following the quake , at least 67 individuals were injured after shallow tremors struck Mirpur city . 
Read : Rs 500,000 announced for family of each quake victim On Tuesday , the AJK government declared the earthquake - affected areas of Mirpur and adjoining areas as "" calamity hit "" to facilitate survivors . 
The European Commission press release added that the EU funding was being made available by the European Civil Protection and Humanitarian Aid Operations ( ECHO ) through its ' Small Scale Response ' mechanism , which was described as a "" global mechanism which allows for rapid funding for up to 300,000 euros for humanitarian aid in countries affected by natural and man-made disasters "" . ","Azad Jammu &|20 21 22|0|LOC|None
AJK|25;0|0;3|LOC|None
Punjab|28|0|LOC|None
September|30|0|TIME|None
Friday|11|1|TIME|None
Rs51.4 million|18 19|1|NUM|None
around 3,000 vulnerable people|29 30 31 32|1|NUM|None
Mirpur|2;14;24|3;4;5|LOC|None
5.6 magnitude|10 11|3|MAG|mag
at least 38 people|16 17 18 19|3|NUM|death
over 500|22 23|3|NUM|injure
thousands|27|3|NUM|None
at least 67 individuals|4 5 6 7|4|NUM|injure
Tuesday|12|5|TIME|None
"
2012 Yunnan earthquakes,9/7/2012,9/9/2012,Wen consoles victims of quakes- China.org.cn,"Rescuers in Yunnan Province tried yesterday to reach remote communities rocked by back - to - back earthquakes that killed at least 80 people and damaged many thousands of buildings , while Premier Wen Jiabao called for rapid , all - out efforts to search for survivors . 
Premier Wen Jiabao ( center ) yesterday speaks with a teenage boy whose leg was hurt in earthquakes that rocked Yiliang County , Yunnan Province , on Friday . 
Rescuers tried yesterday to reach remote communities hit by the earthquakes . 
At least 80 people were killed in the quakes . 
Wen reached mountainous Yiliang County , one of the worst - hit areas , around 1 am yesterday . 
He spent a sleepless night visiting quake survivors in villages and hospitals . 
In a tent outside a hospital building , Wen visited a four - year - old girl who suffered a hand fracture and lost her grandfather in the quake after a falling boulder destroyed her family 's home . "" ( You ) must hold on and take good care of the child , "" Wen told the girl 's mother . ","Yunnan|2;23|0;1|LOC|loc
yesterday|5;6;2|0;1;2|TIME|None
at least 80 people|20 21 22 23|0|NUM|death
many thousands|26 27|0|NUM|None
Yiliang|20;3|1;4|LOC|None
Friday|27|1|TIME|None
At least 80 people|0 1 2 3|3|NUM|None
one|6|4|NUM|None
1 am|15 16|4|TIME|None
a sleepless|2 3|5|TIME|None
four - year -|11 12 13 14|6|TIME|None
"
2015 Nepal earthquake,5/12/2015,5/13/2015,Nepal earthquake: Officials tell people to evacuate damaged buildings,"Officials with bullhorns walked through the quake - damaged streets of a small Nepal town Wednesday , calling for people to leave the damaged buildings . 
The evacuation orders came a day after Nepal , just beginning to rebuild after a devastating April 25 earthquake , was hit by magnitude - 7.3 quake . 
Tuesday 's earthquake killed at least 65 people , injured nearly 2,000 and caused landslides that blocked roads and slowed the delivery of relief supplies . "" There is danger ! "" the officials called out over the bullhorns . 
"" Leave the buildings ! "" 
Most people , though , had fled into the open the day before , and had spent the night in tents or under plastic tarps . A Nepalese patient eats her breakfast as she stays inside a makeshift tent outside a hospital following Tuesday 's earthquake in Kathmandu , Nepal , Wednesday , May 13 , 2015 . 
Image : AP Photo / Niranjan Shrestha / Associated 
Press Tuesday 's quake battered Chautara , a foothills town that became a hub for rescuers and humanitarian aid after the first earthquake . ","Nepal|13;7;49|0;1;4|LOC|loc
Wednesday|15|0|TIME|None
a|4|1|TIME|None
April|16|1|TIME|None
magnitude - 7.3|23 24 25|1|MAG|mag
Tuesday|0;43;1|2;4;6|TIME|None
at least 65 people|4 5 6 7|2|NUM|death
nearly 2,000|10 11|2|NUM|injure
the day|10 11|4|TIME|None
Kathmandu|47|4|LOC|None
Wednesday , May 13 ,|51 52 53 54 55|4|TIME|None
Chautara|5|6|LOC|None
"
2015 Nepal earthquake,5/12/2015,5/12/2015,Nepal rocked by 7.3-magnitude earthquake near Mount Everest,"Second quake strikes country still recovering from disaster that hit two weeks ago in which more than 8,000 people were killed Nepal has been hit by another strong earthquake , causing widespread panic and casualties just over two weeks after a devastating one killed more than 8,000 people , injured 18,000 and destroyed hundreds of thousands of homes . 
Nepal earthquake : 7.3 tremor hits near Mount Everest - live updates Read more The US Geological Survey said the quake had a magnitude of 7.3 and struck 42 miles ( 68 km ) west of the town of Namche Bazaar , close to Mount Everest . 
It was followed closely by at least six strong aftershocks . 
Shockwaves were felt as far away as the Indian capital , Delhi , and Dhaka , the capital of Bangladesh . 
The full extent of casualties is unknown , with reports of collapsed buildings and some deaths coming in from remote areas close to the epicentre . 
At least four people were killed in the town of Chautara in Sindhupalchok district , north of Kathmandu , after several buildings collapsed and more than a dozen were injured in landslides . 
Sindhupalchok suffered the heaviest death toll in last month ’s quake . ","two weeks|10 11|0|TIME|None
more than 8,000 people|15 16 17 18;44 45 46 47|0;0|NUM|death
Nepal|21;0|0;1|LOC|loc
just over two|35 36 37|0|TIME|None
one|42|0|NUM|None
18,000|50|0|NUM|injure
hundreds of thousands|53 54 55|0|NUM|None
7.3 tremor|3 4|1|NUM|None
Mount|7;44|1;1|LOC|None
7.3|25|1|NUM|None
42 miles|28 29|1|NUM|None
68 km )|31 32 33|1|NUM|None
Namche|39|1|LOC|None
at least six strong aftershocks|5 6 7 8 9|2|NUM|None
Delhi|11|3|LOC|None
Dhaka|14|3|LOC|None
Bangladesh|19|3|LOC|None
At least four people|0 1 2 3|5|NUM|None
Chautara|10|5|LOC|None
Sindhupalchok|12;0|5;6|LOC|None
Kathmandu|17|5|LOC|None
more than a dozen|24 25 26 27|5|NUM|None
last|7|6|TIME|None
"
2015 Nepal earthquake,5/12/2015,,Magnitude 7.3 deadly earthquake strikes Nepal close to Everest,"A 7.3 - magnitude quake has rocked Nepal , followed by two major aftershocks . 
At least 37 people have been killed in the country and over 1,000 injured . 
It comes weeks after a disastrous quake left over 8,000 people dead , affecting millions . 
Sixteen others were killed in India after rooftops or walls collapsed onto them , according to the country 's Home Ministry . 
Chinese media reported one death in Tibet . 
The quake hit near the town of Namche Bazaar , close to Mt. Everest . 
It was originally given a magnitude of 7.4 by the US Geological Survey ( USGS ) , but was later downgraded to 7.3 . ","7.3 - magnitude|1 2 3|0|MAG|mag
Nepal|7|0|LOC|loc
two major aftershocks|11 12 13|0|NUM|None
At least 37 people|0 1 2 3|1|NUM|death
1,000|12|1|NUM|injure
weeks|2|2|TIME|None
over 8,000 people|8 9 10|2|NUM|death
millions|14|2|NUM|None
Sixteen others|0 1|3|NUM|death
India|5|3|LOC|None
one death|3 4|4|NUM|None
Tibet|6|4|LOC|None
Namche|7|5|LOC|None
Mt.|12|5|LOC|None
7.4|7|6|NUM|None
7.3|22|6|NUM|None
"
2015 Nepal earthquake,5/12/2015,5/12/2015,Fresh earthquake kills scores in Nepal and India,"CHAUTARA , Nepal ( Reuters ) - A second powerful earthquake in less than three weeks spread panic in Nepal on Tuesday , bringing down buildings weakened by the first disaster and killing at least 66 people , including 17 in neighbouring India and one in Chinese Tibet . 
Most of the reported fatalities were in villages and towns east of Kathmandu , only just beginning to pick up the pieces from the April 25 quake that left more than 8,000 dead . The U.S. military ’s Pacific Command said a Marine Corps helicopter involved in disaster relief had gone missing , with six U.S. Marines and two Nepalese soldiers aboard . 
The new 7.3 magnitude quake was centred 76 km ( 47 miles ) east of the capital in a hilly area close to the border with Tibet , according to coordinates provided by the U.S. Geological Survey , and unleashed landslides in Himalayan valleys near Mount Everest . 
Villagers who watched their homes collapse said they only survived because they were already living in tents . 
Aid workers reported serious damage to some villages in the worst - affected Charikot area and said some people were still trapped under rubble . 
Witnesses said rocks and mud came crashing down remote hillsides lined with roads and small hamlets . 
“ We still do n’t have a clear view of the scale of the problem , ” said Dan Sermand , emergency coordinator at medical NGO Medecins Sans Frontieres , which surveyed the area by air and saw multiple landslides . ","CHAUTARA|0|0|LOC|None
Nepal|2;19|0;0|LOC|loc
Reuters|4|0|LOC|None
less than three|12 13 14|0|TIME|None
Tuesday|21|0|TIME|None
at least 66 people|33 34 35 36|0|NUM|death
17|39|0|NUM|death
India|42|0|LOC|None
Tibet|47;26|0;2|LOC|None
Kathmandu|12|1|LOC|None
April|24|1|TIME|None
more than 8,000|29 30 31|1|NUM|death
U.S.|35|1|LOC|None
six U.S. Marines|54 55 56|1|NUM|None
two Nepalese soldiers|58 59 60|1|NUM|None
7.3 magnitude|2 3|2|MAG|mag
76 km ( 47 miles|7 8 9 10 11|2|NUM|None
Himalayan|42|2|LOC|None
Mount|45|2|LOC|None
Charikot|13|4|LOC|None
"
2015 Nepal earthquake,5/12/2015,,Nepal earthquakes: Survivors' stories,"The scale of the devastation in Nepal 's villages is enormous Nepal 's powerful earthquakes have cast a tragic shadow over this impoverished nation . 
More than 8,000 people have been killed and thousands of others have been left injured . 
Eight million people have been affected by this tragedy , that 's a third of the population . 
The country 's worst natural disaster has exposed a desperately poor nation and perhaps more importantly , a fragile government , overwhelmed by the scale of this disaster . I arrived in Nepal 's capital Kathmandu with the BBC News team , less than 36 hours after the first 7.8 magnitude quake , on 25 April . 
One of the first things I noticed was how eerily quiet it was . 
The narrow alleyways , bustling streets and markets , full of tourists , were now empty . 
Kathmandu had turned into a ghost town . ","Nepal|6;11;32|0;0;3|LOC|loc
More than 8,000 people|0 1 2 3|1|NUM|death
thousands|8|1|NUM|injure
Eight million people|0 1 2|2|NUM|None
Kathmandu|35;0|3;6|LOC|None
less than 36|42 43 44|3|TIME|None
7.8 magnitude|49 50|3|MAG|mag
25|54|3|TIME|None
One|0|4|NUM|None
"
2015 Nepal earthquake,5/12/2015,5/22/2015,U.S. Military Wraps Up Relief Effort for Nepal Earthquake,"Six United States Marines and two Nepalese soldiers were killed when the UH - 1Y Huey helicopter they were in crashed near the village of Charikot , east of the Nepalese capital , Kathmandu , while on a relief mission . 
The area had been hit hard by a second earthquake , an aftershock with a magnitude of 7.3 , on May 12 . ","Six United States Marines|0 1 2 3|0|NUM|death
two Nepalese soldiers|5 6 7|0|NUM|death
Charikot|25|0|LOC|None
Kathmandu|33|0|LOC|None
7.3|17|1|NUM|mag
May|20|1|TIME|None
"
2015 Nepal earthquake,5/12/2015,,Nepal: Missing U.S. Marine Chopper Found Crashed Near China Border,"The wreckage of a U.S. marine chopper on an aid mission in Nepal that was reported missing hours after the Himalayan nation was hit by a 7.3 magnitude temblor on Tuesday has been found near the country ’s border with China , the U.S. military ’s Pacific Command said on Friday . 
The wreckage of the UH - 1Y Huey helicopter , which was carrying six U.S. marines and two Nepalese soldiers when it was declared missing , was found just before 2 P.M. local time in an area approximately 8 miles north of Charikot , in Nepal ’s northeastern Dolakha district . 
“ An assessment of the site is ongoing and a thorough investigation will be conducted , ” U.S. Pacific Command spokesman Major David Eastburn said in an emailed statement . 
Earlier , Laxmi Prasad Dhakal , a spokesman for Nepal ’s home ministry told TIME that the chopper had been found in Dolakha ’s Kalinchok village . 
“ It crashed in a slope near Kalinchok [ Hindu ] temple , ” Dhakal said . 
Reuters , meanwhile , quoted Iswori Prasad Paudyal , the top civil servant in Nepal ’s defense ministry , as saying that three bodies had been found in the wreckage of the chopper . 
“ The search for others is continuing . ","U.S.|4;43;14|0;0;1|LOC|None
Nepal|12;45;9;14|0;1;3;5|LOC|loc
hours|17|0|TIME|None
7.3 magnitude|26 27|0|MAG|mag
Tuesday|30|0|TIME|None
China|40|0|LOC|None
Friday|50|0|TIME|None
six U.S. marines|13 14 15|1|NUM|None
two Nepalese soldiers|17 18 19|1|NUM|None
2|30|1|TIME|None
approximately 8 miles|37 38 39|1|NUM|None
Charikot|42|1|LOC|None
Dolakha|48;22|1;3|LOC|None
Kalinchok|24;7|3;4|LOC|None
three bodies|22 23|5|NUM|None
"
2015 Nepal earthquake,5/12/2015,5/14/2015,Nepal earthquake: Rescuers struggle to reach survivors of second tremor; troops search for missing US aid helicopter,"Search and rescue teams are battling to reach survivors of an earthquake that hit a mountainous region of Nepal on Tuesday , triggering landslides and toppling buildings . 
The magnitude - 7.3 quake , which was centred 76 kilometres east of Kathmandu , came less than three weeks after the country was devastated by its deadliest quake in more than 80 years . 
Dozens of people were killed in the latest disaster , bringing the overall death toll to more than 8,200 and compounding the difficulty of reaching remote communities in desperate need of shelter , food and clean water . The United Nations said it faced a "" monumental challenge "" to bring relief to victims , many of whom live in areas accessible only on foot or by helicopter , before the monsoon rains began . 
UN resident coordinator Jamie McGoldrick said Tuesday 's quake had exacerbated an already desperate situation as he delivered an urgent call for more funding . "" Damaged houses will be further damaged . 
Houses and schools and buildings that were spared in the first one were probably affected ... 
Roads , we know , have been damaged , "" he said . "" It is extremely urgent that the donors realise that we are running against the monsoon that is coming . "" 
The latest earthquake triggered a number of landslides in north - eastern Nepal . ","Nepal|18;12|0;6|LOC|loc
Tuesday|20;6|0;3|TIME|None
76 kilometres|9 10|1|NUM|None
Kathmandu|13|1|LOC|None
less than three|16 17 18|1|TIME|None
more than 80|30 31 32|1|TIME|None
Dozens|0|2|NUM|None
more than 8,200|16 17 18|2|NUM|death
"
2015 Nepal earthquake,5/12/2015,5/14/2015,Seismically Speaking: What is happening in Nepal?,"Quite clearly , nature is not giving the Himalayan Kingdom any respite , 81 years after the last major earthquake in the region - the ‘ North Bihar - Nepal Earthquake ’ of 1934 . 
In the Seismic Zones Map of India of 1972 , which is currently being followed ( with a modification ) , Nepal falls in Zone 5 ( See Picture ) . 
All the places located in Zone 5 carry the tag of a Magnitude 8 earthquake . 
So the 7.9 Magnitude earthquake that struck Nepal at Lamjung , 77 km to the northwest of Kathmandu on April 25 only validated the seismic zoning . 
It will be seen from the portion of the map presented that there are five disconnected ’ islands ’ of Zone 5 , occurring on the base of Zone 4 , from Kashmir to the northeastern states , all of which constitute the largest region of Zone 5 . Seismicity of the Himalayan Region and Nepal The high seismicity of the sub-Himalayan arc is attributed to the slow northerly movement of the Indian ‘ tectonic ’ plate at rates ranging between 48 mm and 53 mm per year , in its attempt to get thrust under the continental massif to the north - the Tibetan Plateau in the case of Nepal . 
This is called ‘ subduction ’ in Plate Tectonics and results in a massive collision of two opposing continental blocks , leading to the release of earthquake energy through the already - existing weak planes in the rocks of the region that go by the name ‘ thrust faults ’ . 
Three such features have been mapped all along the sub-Himalayan region , namely , the Main Frontal Thrust ( MFT ) , the Main Boundary Thrust ( MBT ) and the Main Central Thrust ( MCT ) . ","the Himalayan|7 8;51 52|0;4|LOC|None
81|13|0|TIME|None
1934|33|0|TIME|None
India|6|1|LOC|None
1972|8|1|TIME|None
Nepal|21;7;55;110|1;3;4;4|LOC|loc
Zone 5|24 25;5 6|1;2|NUM|None
7.9 Magnitude|2 3|3|NUM|mag
Lamjung|9|3|LOC|None
77 km|11 12|3|NUM|None
Kathmandu|17|3|LOC|None
April|19|3|TIME|None
five disconnected ’ islands|14 15 16 17|4|NUM|None
Zone|20;28;46|4;4;4|LOC|None
Kashmir|32|4|LOC|None
the sub-Himalayan|60 61|4|LOC|None
between 48 mm|80 81 82|4|NUM|None
53 mm|84 85|4|NUM|None
the Tibetan|103 104|4|LOC|None
two opposing continental blocks|16 17 18 19|5|NUM|None
Three such features|0 1 2|6|NUM|None
"
2015 Nepal earthquake,5/12/2015,,Nepal earthquake: Survivors 'unlikely' after US helicopter crash,"The wreckage of the Huey helicopter , like this one , was found north - east of Kathmandu The US military says no - one is believed to have survived the crash of one of its helicopters in Nepal . 
The wreckage of the helicopter that disappeared this week while delivering aid near the Chinese border in Nepal was found on Friday morning . Six US marines and two Nepali soldiers were on board . 
Three bodies have so far been recovered . 
Tuesday 's 7.3 - magnitude quake killed at least 110 people . 
It came as Nepal was reeling from the devastating 7.8 - magnitude earthquake of 25 April which killed more than 8,000 people and injured many more . 
The editor of the Nepal Times , Kunda Dixit , said the helicopter wreckage was found 56 km ( 35 miles ) from Kathmandu . 
Wissler , head of the US task force in Nepal , said it was "" unlikely "" any survivors would be found at the site , which he said was in dense forest near the village of Charikot at an elevation of 3,352 m ( 11,000 feet ) . ","Kathmandu|17;23|0;5|LOC|None
US|19;25;5|0;1;6|LOC|None
one|33|0|NUM|None
Nepal|38;17;3;9|0;1;4;6|LOC|loc
this|7|1|TIME|None
Friday|21|1|TIME|None
Six US marines|24 25 26|1|NUM|None
two Nepali soldiers|28 29 30|1|NUM|None
Three bodies|0 1|2|NUM|None
Tuesday|0|3|TIME|None
7.3 - magnitude|2 3 4|3|MAG|mag
at least 110 people|7 8 9 10|3|NUM|death
7.8 - magnitude|9 10 11|4|MAG|mag
25|14|4|TIME|None
more than 8,000 people|18 19 20 21|4|NUM|death
56 km ( 35 miles|16 17 18 19 20|5|NUM|None
Charikot|37|6|LOC|None
3,352 m ( 11,000 feet|42 43 44 45 46|6|NUM|None
"
2015 Nepal earthquake,5/12/2015,5/25/2015,Nepal one month after the quake: 'The emotional impact has been devastating' | Sam Jones,"Sam Jones reports from a temporary shelter in Chapagaun , and from the Sindupalchok district , where earthquakes destroyed 95 % of homes Somewhere among the immense spew of mud brick and broken timber that Bachulaxmi Shrestha now surveys is the home she shared with her family , the fruit and veg shop that was her livelihood , and the treasured keepsakes she had picked up over her 60 years . 
All of it was lost , instantly destroyed and commingled with two neighbouring houses , when the first 7.8 - magnitude earthquake struck the Nepalese village of Chapagaun at lunchtime on 25 April . Shrestha was at work when it hit . 
“ I ran outside and seconds later , the building collapsed behind me , ” she says . 
“ It fell and then the others next to it fell . ” 
Building a new Nepal : why the world must heed the lessons of Haiti - Prospery Raymond Read more Dizzy and terrified , she stood , looked at what had been her house , and wept . “ Soon , lots of people came to the open space where I was and we all stood and cried for a long time while the earth shook , ” she says . 
“ We were so scared . ” Facebook Twitter Pinterest 
At a candlelight vigil on Monday night Nepalis pledge to remember and rise again . ","Chapagaun|8;27|0;1|LOC|None
the Sindupalchok|12 13|0|LOC|None
her 60|67 68|0|TIME|None
two neighbouring houses|11 12 13|1|NUM|None
7.8 - magnitude|18 19 20|1|MAG|None
25|31|1|TIME|None
Nepal|3|4|LOC|loc
Haiti|13|4|LOC|None
Monday|5|6|TIME|None
"
2010 Yushu earthquake,4/14/2010,4/14/2010,Backgrounder: Quake-hit Tibetan Autonomous Prefecture of Yushu in Qinghai Province CCTV-International,"BEIJING , April 14 ( Xinhua ) -- A 7.1 - magnitude earthquake rocked Tibetan Autonomous Prefecture of Yushu , northwest China 's Qinghai Province , on Wednesday , leaving at least 67 people dead and many others buried under the debris . A 7.1 - magnitude earthquake hit northwest China 's Qinghai Province early on Wednesday , the China Earthquake Networks Center said . 
( Xinhua / Meng Lijing ) The epicenter is about 50 km west of Jiegu Township , the government seat of the Yushu Prefecture , and about 800 km away from Xining , the provincial capital . 
The prefecture , covering 267,000 square kilometers , has a population of more than 252,700 people , 97 percent of whom are Tibetans , and 21,700 people are farmers and herdsmen . 
The prefecture , with an average altitude of 4,000 meters , is south to Mongolian - Tibetan - Kazak Autonomous Prefecture of Haixi , west to Tibetan Autonomous Prefecture of Golog , northwest to Tibetan Autonomous Prefecture of Garze in Sichuan Province and north to Qamdo Prefecture and northeast to Nagqu Prefecture in Tibet Autonomous Region and southeast to Mongolian Autonomous Prefecture of Bayingolin in Xinjiang Uygur Autonomous Region . 
The gross domestic product of the prefecture reached more than 2.5 billion yuan ( about 367.6 million U.S. dollars ) in 2009 . 
The prefecture experienced a 5.0 - magnitude earthquake on July 18 , 2006 and a 5.6 - magnitude quake on the second day , followed by a series of aftershocks . 
The epicenters were in sparsely populated pasturing area , and no casualties were reported . ","BEIJING|0|0|LOC|None
April 14 ( Xinhua|2 3 4 5|0|TIME|None
7.1 - magnitude|9 10 11;44 45 46|0;0|MAG|mag
Tibetan Autonomous|14 15;26 27;34 35|0;3;3|LOC|None
Yushu|18|0|LOC|loc
China|21;50|0;0|LOC|None
Qinghai|23;52|0;0|LOC|None
Wednesday|27;56|0;0|TIME|None
at least 67 people|30 31 32 33|0|NUM|death
about 50 km|9 10 11|1|NUM|None
Jiegu|14|1|LOC|None
the Yushu|21 22|1|LOC|loc
about 800 km|26 27 28|1|NUM|None
Xining|31|1|LOC|None
267,000 square kilometers|4 5 6|2|NUM|None
more than 252,700 people|12 13 14 15|2|NUM|None
21,700 people|25 26|2|NUM|None
4,000 meters|8 9|3|NUM|None
Mongolian - Tibetan - Kazak Autonomous|14 15 16 17 18 19|3|LOC|None
Haixi|22|3|LOC|None
Golog|30|3|LOC|None
Garze|38|3|LOC|None
Sichuan|40|3|LOC|None
Qamdo|45|3|LOC|None
Nagqu|50|3|LOC|None
Tibet Autonomous|53 54|3|LOC|None
Mongolian Autonomous|59 60|3|LOC|None
Bayingolin|63|3|LOC|None
Xinjiang Uygur Autonomous|65 66 67|3|LOC|None
2009|21|4|TIME|None
5.0 - magnitude|4 5 6|5|MAG|None
July 18 ,|9 10 11|5|TIME|None
5.6 - magnitude|15 16 17|5|MAG|None
the second|20 21|5|TIME|None
"
2010 Yushu earthquake,4/14/2010,,6.9 magnitude earthquake hits western China,"Wednesday , April 14 , 2010 Epicenter of earthquake in China At least 400 people have been killed and a further 10,000 injured by a magnitude 7.1 earthquake and its aftershocks which struck remote and mountainous Yushu county , in the south of Qinghai province in the west of China . 
An official for the town of Jiegu ( Gyêgu ) , the county seat , which was one of the worst - hit locations , said that "" the death toll will definitely go up . "" 
The USGS reports the tremors started at 07.49 local time ( 23.49 UTC ) . 
The epicentre was 240 kilometres north - northwest of Qamdo , Xizang , and 375 kilometres south - southeast of Golmud , Qinhai , at a depth of ten kilometres . 
The China Earthquake Networks Center , however , conflicted the USGS statistics , putting the earthquake 's magnitude at 7.1 . 
A local official , Huang Limin was quoted by the Chinese Xinhua news service as saying : 
"" Soldiers have been dispatched to save the people buried in the collapsed houses . "" ","Wednesday , April 14 , 2010|0 1 2 3 4 5|0|TIME|None
China|10;49|0;0|LOC|None
At least 400 people|11 12 13 14|0|NUM|death
10,000|21|0|NUM|injure
magnitude 7.1|25 26|0|MAG|mag
Yushu|36|0|LOC|loc
Qinghai|43|0|LOC|None
Jiegu|6|1|LOC|None
Gyêgu|8|1|LOC|None
one|17|1|NUM|None
07.49 local|7 8|2|TIME|None
23.49|11|2|TIME|None
240 kilometres|3 4|3|NUM|None
Qamdo|9|3|LOC|None
Xizang|11|3|LOC|None
375 kilometres|14 15|3|NUM|None
Golmud|20|3|LOC|None
Qinhai|22|3|LOC|None
ten kilometres|28 29|3|NUM|None
7.1|19|4|NUM|None
"
2010 Yushu earthquake,4/14/2010,4/14/2010,"In Qinghai Province in China, earthquake kills hundreds and levels buildings","At least 400 people were killed and 10,000 injured early Wednesday after an earthquake of at least 6.9 magnitude hit a mountainous agrarian part of Qinghai Province in northwestern China . 
Striking around dawn while many locals were at home , the quake collapsed buildings in Jiegu Township , near the epicenter , trapping hundreds under rubble , Huang Limin , deputy secretary - general of the Yushu Tibetan Autonomous Prefecture , told the state - run Xinhua News Agency . 
More than 85 percent of the houses in Jiegu , a town of 100,000 people , were destroyed , Zhuo Huaxia , a prefectural official told Xinhua : 
"" The streets in Jiegu are thronged with panicked , injured people , with many bleeding in the head . 
Many students are buried under the debris due to building collapse at a vocational school . "" 
With memories of the 2008 earthquake in neighboring Sichuan Province still strong , the government ’s response to this disaster will be closely watched , particularly since the quake zone is in a poor area largely inhabited by ethnic Tibetans . A day ’s drive from main airport By early evening , some rescue teams able to land at the damaged airport in Yushu , in southwestern Qinghai , were trying to deliver the first emergency medical supplies , food , and tents , China Central Television said . 
Other teams will have to make their way 18 hours through the mountains by automobile from the capital Xining , in the northeastern part of the province , CCTV said . "" The biggest problem now is that we lack tents , we lack medical equipment , medicine , and medical workers , "" Zhuo told Xinhua . ","At least 400 people|0 1 2 3|0|NUM|death
10,000|7|0|NUM|injure
early|9|0|TIME|None
at least 6.9 magnitude|15 16 17 18|0|MAG|mag
Qinghai|25;67|0;5|LOC|None
China|29|0|LOC|None
around|1|1|TIME|None
Jiegu|15;8;4|1;2;3|LOC|None
hundreds|23|1|NUM|None
the Yushu Tibetan Autonomous|35 36 37 38|1|LOC|None
100,000 people|13 14|2|NUM|None
Xinhua|26|2|LOC|None
Sichuan|8|5|LOC|None
By early|48 49|5|TIME|None
Yushu|63|5|LOC|loc
18|8|6|TIME|None
Xining|18|6|LOC|None
"
2010 Yushu earthquake,4/14/2010,,Chinese rescuers impeded by earthquake damage,"Jiegu , China ( CNN ) -- 
Unstable bridges and collapsed roadways kept rescuers and their heavy equipment away Thursday from Jiegu , China -- the town nearest the epicenter of a 6.9 magnitude earthquake that killed nearly 600 people and injured thousands more . 
Twenty - four hours after the Wednesday quake , most of Jiegu 's dead were in the dusty rubble of a hotel that crumbled under the strain of the initial quake and a series of strong aftershocks . 
Residents painstakingly picked through the debris with shovels and ropes , ever mindful that time is a formidable obstacle to finding survivors . "" We have to mainly rely on our hands to clear away the debris as we have no large excavating machines , "" police officer Shi Huajie told the state - run news agency Xinhua . 
Injured survivors are n't clear of difficulty either -- the remote , mountainous and impoverished region in Qinghai province has few doctors and rapidly dwindling medical supplies . 
And then there was the lack of electrical power -- the quakes cracked a hydroelectric power plant , forcing authorities to shut it down , making even a nearby airport unusable until portable generators could go online . 
Send your photos , video , stories Chinese President Hu Jintao and Premier Wen Jiabao ordered local authorities to "" go all out to save the disaster - stricken people , "" Xinhua said . ","Jiegu|0;14;11|0;1;2|LOC|None
China|2;16|0;1|LOC|None
Thursday|12|1|TIME|None
6.9 magnitude|25 26|1|MAG|mag
nearly 600 people|30 31 32|1|NUM|death
thousands|35|1|NUM|injure
Twenty - four|0 1 2|2|TIME|None
Wednesday|6|2|TIME|None
Qinghai|17|4|LOC|None
"
